username,rating,comment,date,developer_response
Rojin Tarhan,5,Çok güzel bir uygulama olmuş her şey var bir de bu uygulama için ücretsiz internet verseler Tam olur,2024-10-26 23:32:43,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Zeynep Yeşil,3,Bende yazılılar kısmında sadece 9.sınıf gözüküyor 11.sınıf olmama rağmen onun dışında güzel bir uygulama olmuş,2024-10-29 23:29:41,İlginiz için teşekkür ederiz. Yazılılar bölümü güncellendi
Şirin Yağmahan,4,Uygulamayı çok beğendim. Yeni yayınlandığı için eksiklerin bulunmasında bir sakınca görmüyorum şahsen. Ama konu özetlerini indirebilseydik çok daha güzel olurdu. Bu konuda güncelleme gelecek mi?,2024-10-31 10:28:55,İlginiz ve öneriniz için teşekkür ederiz. Yakında konu özetleri ile ilgili sizlere bir sürprizimiz olacak.
MEHMET YAMAN,5,Çok güzel bir uygulama hafta sonu TYT konuları rahatlıkla tekrar yapabiliyorum birde denemeler var müthiş,2024-11-23 18:27:36,İlginiz ve yorumunuz için teşekkür ederiz.
MUHAMMED Yıldırım,4,Bundan video izleyerek öğrenmeye çalışırsanız pek bi ilerleme kat edemezsiniz ama çıkmış sorular denemeler gibi alanlardan bakıldığında zengin bi kaynak,2024-11-23 17:17:23,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle geliştirmelerimiz devam edecektir.
Sema Nur Kütük,5,Mezun girişi olarak girdim fakat beni 13. Sınıf olarak girdi ama mezun girişinden mezun yazmasını beklerdim. 13. Sınıf biraz komik göründü benim için.,2024-10-25 16:34:38,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Mehmet veyis Balkan,3,İyi bir uygulama ancak geliştirilmeli daha kaliteli bir hale getirilmeli sürekli donma falan oluyo,2024-11-30 23:49:37,İlginiz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz. Belirttiğiniz sorun devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
DURDU EFE ŞEREFOĞU,1,İğreç bir uygulama öğrenciler sakın yüklemesin zorla ders çalıştırıyor,2025-02-05 16:47:46,Olumsuz olarak gördüğünüz yerleri detaylandırabilirseniz düzeltilmesini sağlayabiliriz.
Nazlı KOÇ,3,Yazılılar yaklaşıyor fakat yazılılar için çalısma araclari bile eklenmemis. Gelistirilirse test kitabi bile almam artik.,2024-10-25 18:10:49,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Yazılıya hazırlanıyorum bölümü çok yakında 9. sınıflar için hizmete alınacak."
Nurefsan Selvi,1,Uygulama da video sürekli ama sürekli donuyor 20 sn bile geçmeden donuyor bu düzeltilmezse uygulama çöp.,2024-10-27 16:43:20,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz. Donma sorunları giderildi."
Utku Yüksel,2,YouTubedan izlemek daha mantıklı testide kitapdan çözmek. Tek iyi yanı belli bir program var,2024-11-10 18:02:20,Geri dönütleriniz için teşekkür ederiz.
Ahmet Resmii,1,Site güncellemesi yüzünden ders çalişamiyorum çok aksatiyor daha az yaparsanız çok iyi olur,2024-12-03 23:48:47,Güncelleme işlemlerimiz ders çalışmaya engel olacak sıklıkta yapılmamaktadır. Uygulamadan ya da internet sitemizden kullanmaya devam edebilirsiniz.
Furkan Yavuz Yurddaş,3,Uygulama çok geliştirilmeli yorum sorusu tarzı şeylerde bile bi kelime farklı yazsanız yanlış kabul ediyor ayrıca kanka çok yavaş cevap veriyor ve genelde anlayamadım diyor üzerinde daha fazla çalışılmalı,2024-12-28 21:55:31,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz.
Eren Ünal,5,Yararlı bir uygulama ancak Polis Akademisi Başkanlığı İç Güvenlik Fakültesi'ni hedeflerim kısmına ekleyemiyorum çünkü üniversite bulunmuyor. Çözüm gelirse sevinirim.,2024-10-25 17:35:16,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Sadede ÖSYM Tablo 3A ve 4A tabloları MEBİ'de yer almaktadır."
Rumeysa ŞEN,3,Hedef belirle kısmına harp okularınında gelmesi talebinde bulunuyorum o okullar da da hayali olan bir çok gencimiz var onun dışında iyi bir uygulama,2024-11-26 17:54:38,ilginiz için teşekkür ederiz. Milli Savunma Üniversitemiz de listemize eklenmiştir.
Waterfox,5,Uygulama icerigi cok guzel ama kalem biraz daha kullanışlı hale getirilebilirmi soru cozerken vb islevli degil tesekkurler simdiden,2024-11-20 21:43:01,İlginiz için teşekkür ederiz. Kalem ile ilgili önerinizi değerlendireceğiz.
Şilan Öcal,3,Guzel bır uygulama ancak vıdeolar sureklı duruyor ve bunu baska cıhazlarda da s denemdım ancak hala aynı problem,2024-10-28 18:33:24,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle geliştirmelerimiz devam edecektir. Sorununuz devam ederse mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Mustafa Özdamar (Mustafalaedri),5,"Ortaöğretim Genel Müdürlüğü / Öğretim Materyalleri ve İçerik Geliştirme Daire Başkanlığının imzası ile hazırlanmış, dolu dolu bir dijital bireysel öğrenme platformu. Emeği geçenlere çok teşekkürler.",2024-10-22 14:04:25,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Elif Nisa Dilmen,1,Ben şuan uygulamak giremiyorum. Yüklediğim de hata veriyor mezun olduğum için öğrenci girişi de yapamıyorum.,2024-10-24 16:01:17,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
ENES TAHA AYAN,5,Gerçekten konu anlatımlarıyla vs. çok güzel bir uygulama sonunda MEB yazılısıyla paralel çalışabilecez,2024-11-01 20:49:17,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
beyza,4,çok güzel olmuş ama ydt çalışmaya almanca ve fransızca gibi diller eklenirse daha verimli olabilir,2024-11-09 12:33:59,İlginiz ve öneriniz için teşekkür ederiz. Şu an için YDT modülümüzde sadece İngilizce dersi vardır.
Memoly,3,Net hesaplama kısmında hata yapıyor. 4-10 Kasım TYT denemesine girdim. Doğruları hesaplayıp yanlışların 1/4'ünü çıkarmadan net olarak yazıyor.,2024-11-07 12:56:15,İlginiz için teşekkür ederiz. Uygulamamızın güncel versiyonunu yükleyip tekrar deneyebilirsiniz.
Ahsen Çakır,3,"Konu özetlerini yazıcıdan çıkaramıyorum inmiyor , kopyalama yapılamıyor ayrıca kanka çalışmıyor yazılılarda sadece dokuzuncu sınıf var . Umarım düzeltilir yoksa güzel bir uygulama",2024-10-29 21:21:12,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Jeff Bezos,5,Takdire şayan gerçekten güzel bir iş çıkmış ortaya özellikle konu özetleri baya yararlı 👏,2024-11-03 11:23:57,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Nehir Özcan,3,Uygulama çok güzel düşünülmüş ama sürekli uygulama bakımda mebiye hiçbir şekilde giremiyorum,2024-11-22 13:22:36,İlginiz için teşekkür ederiz. Belirttiğiniz sorunlar devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz
Ahmet,5,"Güzel bir uygulama ama , nedense Uygulamaya giriş yaptığımda telefon çekmiyor.",2024-12-23 19:43:33,"İlginiz için teşekkür ederiz. Uygulamamızın telefonun çekim gücüne etkisi olmaması gerekir. Eğer sorunun, uygulamamız ile ilgili olduğunu düşünüyorsanız mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz."
Kutal Ciftci,5,Derslere destek amaçlı harika bir uygulama videolar çok iyi sade anlatimli,2024-10-25 18:35:17,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Tayfun Hasman,1,"Mezun Girişinden e-devlet şifresi ile girmeye çalışıyorum girmiyor MEBI ye. Uyarı verip eba linki verip EBA ya yönlendiriyor. Berbat ötesi. Sıfır verdim. İnternet hızı, telefon v.s gibi mazeretler yazmayın hem telefondan hem de tabletten fiber internet hızı ile girmeye çalışıyorum. Sisteminiz sorunlu. Çalışmayan sistemi kullanıma niye açıyorsunuz? Ebaya e-devlet ile giriyorum. Ordan mebiye gireyim diyorum bir daha e-devlet istiyor bir daha giriyorum tekrar ebaya yönlendiriyor. Berbat ötesi.",2024-12-31 21:16:35,"Merhabalar sorununuzu çözmek için lütfen mebi@meb.gov.tr adresine ekran görüntünüzü ve bilgilerinizi mail atınız.
Mail gönderimi sonucu güncelleme:
Eski mezunların e-devlet üzerinden girişi için çalışmalarımız devam etmektedir."
eyup korkmaz,3,Uygulamadaki hatalar düzeltilmeli ayrıca dersi anlatan hocalar robot gibi anlatmış onun dışında güzel,2024-11-13 13:11:45,Belirttiğiniz hatalar uygulamada devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Aysima Özel,3,İçerik çok güzel fakat uygulama sürekli kasıyor bir türlü bir videoyu bitiremiyorum kasma halledilirse guzel,2024-10-28 08:44:24,İlginiz için teşekkür ederiz. Sorununuz devam ederse mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Zeynep Şevval Çifçi,4,Güzel bir uygulama ama soru çeşitliliği falan artabilir.,2024-12-17 21:28:30,İlginiz için teşekkür ederiz. Uygulamamız yeni olduğu için zamanla çeşitliğimizi de arttıracağız.
yunoyann,5,"Cok severek kullaniyorum, hocalar olmasa boyle bir uygulamadan haberim olmayacakti... uygulamadaki yazilarin ic ice olmamasini istiyorsaniz telefonu yan yatirin. 💕",2024-12-30 18:00:15,İlginiz ve yorumunuz için teşekkür ederiz.
Hulya Arslan,5,MEB'in son zamanlarda çıkardığı en iyi uygulama olabilir ama keşke konu özeti şeklinde PDF lerde eklense güzel olur,2024-10-23 18:48:39,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Konu özetlerine sadece uygulama içerisinden erişim sağlanabilmektedir."
Edanur Ögmen,5,Çok iyi bir platform. Çok işime yaradı çok teşekkür ederim,2024-11-26 13:45:20,İlginiz ve yorumunuz için biz teşekkür ederiz.
İbrahim Efe Kara,5,Konu anlatımıyla mükemmel.Konu tekrarı için çok iyi!!,2024-11-07 08:36:58,İlginiz ve yorumunuz için teşekkür ederiz.
nur,5,aslinda baya begendim yeni mufredat oldugu icin calisacak video bulamiyordum alıstırmalarda konuyu baya pekistiriyor ezberlemek icinde konu ozetleri falan var,2024-11-20 20:50:57,İlginiz ve yorumunuz için teşekkür ederiz.
FEYZA,3,Videolarin beş dakika olanları bile çok zor açılıyor ve sürekli duraksiyor,2024-12-23 18:13:54,İlginiz için teşekkür ederiz. Genelde belirttiğiniz durum ile ilgili olumsuzlukla karşılaşmıyoruz. Farklı sebepleri de olabilir. İnternet bağlantısı vb. Yakında bir güncelleme yapılacaktır. Sorun yine devam ederse mail gönderebilirsiniz.
Esra,3,Uygulama her ne kadar mantıklı olmadan içerisindeki konu anlatımları robot gibi,2024-11-24 13:45:35,En iyisi için gayret ediyoruz. Sizlerden gelen geri bildirimlerle uygulamamızı ve içeriklerimizi geliştiriyoruz.
Almina Sarı,4,"Uygulama gayet iyi,her şey var ama konu anlatımları internetim olmasına rağmen çok donuyor.",2024-11-03 14:49:58,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Emine Zencir,5,Çok iyi bir uygulama bazı eksiklikleri var eğer tamamlanirsa çok daha iyi olur,2024-12-02 23:40:47,İlginiz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz.
Ahmet Semih Ozan,5,Uygulamayı beğendim ne ararsak var ancak kanka geliştirilmeli,2025-01-24 13:57:47,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir.
Ramazan Başpınar,5,Güzel bir uygulama. Daha da güzel olacağına inanıyorum,2025-02-09 01:32:26,İlginiz ve yorumunuz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz.
Ela,5,Çok güzel içerikler var kullanabilirsiniz,2025-01-10 10:18:59,İlginiz ve yorumunuz için teşekkür ederiz.
Nazan Öztürk,3,Merhaba ben mebi uygulamasını 4 aya yakın kullanıyorum.Fakat bir anda videonun sesi kapandı ve açılmıyor.Bende telefondan bir süre videolarını izliyordum ama o da kapandı videoların hiçbirinin sesi gelmiyor yardımcı olabilir misiniz 🙏🏻,2025-02-23 18:16:33,Yorumunuz üzerine video sesleri ile ilgili testlerimizi yaptığımızda bir sorunla karşılaşmadır. Sorununuz belki telefon hoparlöründe olabilir. Kulaklıkla videoları dinlemeyi deneyebilirsiniz. Başka uygulamalardaki videoları dinlediğinizde sorun yoksa ayarlarla ilgili bir sorun olabilir. Umarım sorununuzu düzeltebilirsiniz.
Hüseyin Kerem Kaya,4,"Daha eklenmemiş kısımlar ve konuların eklenmesiyle çok daha iyi olacaktır,benim işimi görüyor ama matematik gibi bazı derslerde konu anlatımı biraz daha ileri seviyeden anlatmaya başlıyor veya ben zor anlıyorum, onun dışında derslere daha çok etkinlikli sorular olursa baya iyi olur(Şunu da ekliyim, mebi olmasa sadece tek ders kitabı olacak biz 9 ların çalışma )",2025-01-05 19:10:21,İlginiz ve yorumunuz için biz teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz.
Doğan Efe Sürmelioğlu,5,"ben uygulamayı çok sevdim, bence bu uygulamada okuma kitaplarıda eklense daha da güzel olabilir, bunun dışında kanka biraz düzeltilirse daha iyi olur kullanım bakımından. ama normal olarak uygulama 10/10",2025-02-28 15:16:58,İlginiz için teşekkür ederiz. Uygulamamızı beğendiğinize sevindik. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz. Okuma kitapları ile ilgili olarak daha sonrası için düşünebiliriz.
Muhammed miraç Kondul,5,Uygulama tek anlamıyla çok güzel ve uğraşılmış bir uygulama. Öğretmenler sadece ekranı okumasın ekrandaki yazılar haricinde başka bilgiler de verebilir bence Öyle olsa daha iyi olur,2025-02-04 19:58:05,İlginiz ve yorumunuz için teşekkür ederiz. Önerinizi inceleyeceğiz.
Yorgun Boss,5,Aşırı iyi yaa bunu birde devlet yapınca ayrı bir mutlu oluyor insan🙂🙂👋,2025-02-28 20:55:37,İlginiz ve yorumunuz için teşekkür ederiz.
Zeynep,5,Çerikli şehit Köksal kuzeytepe çok programlı Anadolu lisesinden bir öğrenciyim uygulamayı severek kullanıyorumm,2025-02-08 13:51:25,İlginiz için teşekkür ederiz. Uygulamamızın sizin için faydalı olduğuna sevindik. Dersleriniz de başarılar dileriz.
Matematik,4,Sorularda yazma yapılmıyor düzeltilmeli onun dışında begendim,2025-03-18 21:38:54,İlginiz için teşekkür ederiz. Kalem ve silgi ile ilgili çalışmalarımız devam etmektedir.
Aslıhan Altuntaş,5,Son güncelleme hiç iyi olmamış önceki daha iyiydi lütfen eskisi gibi olsun :(,2025-02-16 18:29:27,İlginiz için teşekkür ederiz. Önceki uygulama da beğendiklerinizi detaylandırabilirseniz ya da ne gibi bir olumsuzlukla karşılaştığınızı belirtebilirseniz düzeltilmesini sağlayabiliriz.
İbrahim,5,Uygulama güzel ama kankanın biraz daha gelişmesi lazım onun dışında çalışma surecinizde size yardımcı olacak bir uygulama aynı zamanda şu testlerin fotokopisini çektiremiyoruz lütfen ilgilenin,2025-02-08 15:38:11,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirmemiz devam ediyor. Uygulamamızın son versiyonun da pdf formatındaki dosyalar indirilebilmektedir. Dilerseniz internet sitemizden de indirip çıktılarını alabilirsiniz. Konu anlatımındaki testlerimiz ise adaptif(sabit değil) testler olduğundan pdf formatında indirilebilir değildirler.
Enver Günaydın,5,Ücretsiz doping hafıza gibi birşey çok yararlı,2025-03-15 18:03:37,İlginiz için teşekkür ederiz.
Fatma Mine Yıldırım,2,Konu eksiği var Ayt matematikte konular eksik Karmaşık sayılar konusu Ayt matematik konularının içinde yok,2025-01-30 16:08:51,Merhaba MEBİ AYT konuları tam kapsamlı olarak sunulmaktadır. Eksik olduğunu düşündüğünüz konuyu yazabilir misiniz? Yorum güncelleme: TYT bölümünde Karmaşık Sayılar yer almaktadır.
Önder Malgaz,5,Normalde ders çalışma isteğim yoktu ama bu uygulama yı baya beğendim,2025-01-28 18:56:49,İlginiz için teşekkür ederiz. Uygulamamızı beğendiğinize sevindik.
Mehmet Bıçakcı,5,Gayet kapsamlı. Güzel olmuş.,2025-01-19 12:46:31,İlginiz ve yorumunuz için teşekkür ederiz.
Fatma Çoraman,5,çok güzel bir uygulama olarak,2025-03-30 20:05:00,İlginiz ve yorumunuz için teşekkür ederiz.
BERK ÖZDEMİR TV,5,"Başa çıksın diye 5 yildiz verdim Bu uygulamayi 8 Kasım 2024 tarihinde indirdim saat 8.53'te bilgilerimi calarsa(teğce kimligk , telefon no vb.) Sorumlusu olay sotare sorumludur.",2024-11-08 08:56:53,
Umut Göktürk,5,MEB çok iyi ama biraz geliştirirsinler,2025-02-17 20:49:44,İlginiz için teşekkür ederiz. Ne gibi geliştirmeler beklediğinizi detaylandırabilirseniz çalışma planımıza dahil edebiliriz.
Ravzanur Karaca,2,Videolar da ses problemi yaşıyorum silip tekrar yükledim ama yok,2025-01-06 23:21:51,İlginiz için teşekkür ederiz. Hangi videolarda sorun yaşadığınızı belirtebilirseniz kontrol edelim. Aynı videoları farklı bir cihazdan deneyip yine aynı sorunla karşılaşırsanız mail de gönderebilirsiniz.
GAMER Furkan,5,"Okul yönetimi zorla kullandırıyor, memnun değilim",2025-03-14 14:03:01,İlginiz için teşekkür ederiz. Uygulamamızdaki içeriklerimizi incelerseniz derslerinize katkı sağlayacağını görebilirsiniz. Ders başarınıza olumlu etki edeceği kanaatiyle uygulamayı kullanmanız tavsiye edilmiştir.
Sevgi Beyaz,5,Çok güzel bir uygulama olmus,2025-03-12 20:23:21,Teşekkür ederiz.
TK Senpai,3,"Aslında güzel bir uygulama ancak çok yavaş ve kasıyor.Kalemi seçtiğimde ekrandaki her yeri kullanamıyorum sadece belli bir bölge kullanabiliyorum ve bana göre küçük bir bölge.Bu sorunları yaşadığım için uygulamadan çıktım ve sildim ama geliştirilir, bu sorunlar çözülür ve eklemeler yapılırsa çok harika bir uygulama olma yolunda.",2024-10-30 20:33:22,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
ela,4,Uygulama güzel ama ben canlı derslere saatinde katılamıyorum. Defalarca baktım ama canlı dersler butonunda sadece önceki haftanın dersleri görünüyor. Misal cuma günü saat 14.00 de canlı ders var ama o gün o saatte katılmak için bir seçenek yok.,2024-11-22 14:44:42,İlginiz için teşekkür ederiz. Canlı derslerimize katılmak için belli bir seçenek olmayıp ders saati geldiğin de uygulamamız üzerinden derslere katılabilirsiniz. Eğer uygulamamızın bildirim izni açıksa canlı derslerin olduğu günler de canlı derslerden haberdar olabilirsiniz.
Yuuki,4,"9. sınıfa giden birisi olarak, çok az test ve sorular var. Matematik testinde sadece 1 tane soru var. 1 soruyla mı konu pekiştiricez. Yeni çıkmış olmasına bunu bağlayıp fazla puan kesmiyorum ama uygulamayı şuanlık siliyorum.",2024-10-26 19:19:38,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. MEBİ uygulamasını kullanmanızın size kesinlikle faydalı olacağını belirtmek isteriz."
yusuf alkac,2,Uygulamaya girdim ve konu anlatımı dinlemeye başladım. İnternet olmasına rağmen çekmiyor biraz izliyorum sonrası çöp ders çalışma isteğim gidiyor. Lise öğrecisiyim okuldan eve geç geliyorum eğer bu uygulama ile çalışırsanız zamanınız boşa gider benimkide öyle oldu Aynı zamanda sorularda soruda yazmayan şeyi soruyor acaba benmi dikkat etmedim bilmiyorum ama o kadar incelememe rağmen sonuç bulamadım lütfen sorunlar var çözülsün. Bu kadardı bunun haricinde uygulama güzel teşekkürler☺️,2024-10-31 22:32:45,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Furkan,1,cok kotu uygulama zorla indirtdirttiler zorla giris yaptiriyorlar,2025-03-25 11:23:28,Yaşadığınız olumsuz deneyim için üzgünüz. MEBİ platformunu kullanırken karşılaştığınız sorunları çözmek ve deneyiminizi daha iyi hale getirmek adına yardımcı olmak isteriz. Uygulamaya girişte yaşadığınız sıkıntının detaylarını bizimle paylaşabilirseniz sorunu çözmek için gerekli desteği sağlayabiliriz.
Zeynep Kandemir,5,Tek kelime ile muhteşem,2025-02-19 12:19:00,İlginiz ve yorumunuz için teşekkür ederiz.
mert paksoy,4,İçerikler güzel lakin kanka adlı yapay zeka çok yetersiz yavaş hatta çalışmıyor,2024-11-03 20:07:37,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Hami ARI,5,Güzel bir uygulama ama video izlerken videonun kalitesi sekmesini getirirseniz iyi olur,2024-11-11 17:21:39,İlginiz için teşekkür ederiz.
Ravzanur Akbulut,3,"Öncelikle yapay zeka cevap vermiyor, ders programı yapmak ıstıyorum hata verıyor bırkac şeyde de hata verıyor umarım duzeltırsınız ve bız öğrencilere yardımı dokunur",2024-11-03 15:11:40,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Peteknur Erem Gezgin,1,Uygulama bozuldu güncelleme istiyorum içerikler yok açılmıyo konu başlıkları var ama video konu özeti vs çıkmıyor,2024-12-09 00:42:53,Dilerseniz uygulamayı telefonunuzdan tamamen kaldırıp tekrar yükleyebilirsiniz. Yine de sorun devam ederse mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Elvan Vural Dağ,5,Kanka çalışmıyor onun dışında mükemmel,2025-01-14 15:54:02,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir.
Yunus Yeniçeri,5,Fırsat eşitliği açısından Milli Eğitim Bakanlığının bir hizmeti olarak böyle bir eğitim kapısının açılması gerçekten mutluluk verici. İçeriklerin peyderpey yüklenmesi ile bu kapı daha da verimli bir kullanım alanı olacaktır. Böyle bir hizmetin sunulması adına gayret gösteren herkese teşekkür ederim.,2024-10-24 11:25:44,İlginiz ve yorumunuz için biz teşekkür ederiz.
Mehmet Günenç,4,Yalnızca ben de mi oluyor bilmiyorum ama 9. Sınıfıf ve taramalar kısmına girince henüz içerik yok diye uyarı veriyor lütfen cevap verin,2024-12-15 14:11:23,İlginiz için teşekkür ederiz. 9. sınıf bölümüne girdiğiniz de ders listeleri çıkmalıdır. Deneme/Tarama modülündeki Taramalar bölümünde belirttiğiniz gibi şu an için içerik oluşturulmamıştır.
Ahmet hamdi Yeşilçiçek,5,MEB in şu ana kadar yaptığı en iyi tek şey,2025-03-09 14:51:59,
Purposeless,2,sınıfım için dersler bulamadım. kankaya bir şeyler yazamıyorum. boğu yere baktığımda buraya daha içerik yüklenmemiştir diyor. düzeltilmesi gerek,2024-10-25 18:04:44,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Enes Akbas,5,Kaliteli ve güzel bir uygulama tek eksiği yapay zeka olan kanka ve denemeler,2024-10-22 22:16:41,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Yapay zekâ tüm platform için geliştirilmeye devam ediyor. 3 adım deneme sınavlarımız YKS Hazırlık modülü içerisinde bulunuyor. Bununla birlikte her ay Türkiye geneli yeni deneme sınavları da yapılacak."
Memoly,4,Uygulamaya karanlık mod gelmesi iyi olur. Gece boş vaktimi bu uygulamada değerlendirmek istiyorum ama çok parlak olduğu için gözlerim rahatsız oluyor.,2025-03-17 20:03:53,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Karanlık mod ile ilgili çalışmalara başlanılmıştır ve devam etmektedir.
Albertus Magnus,3,Bu uygulama yuzunden basima gelebilecek her türlü olay ve felaketten GUOGLE OLEY SITOR sorumludur. Bütün hukkuki ve anayasal haklarımı kullanacagimi belirtmek isterim.Eger ortak sinavlardan 100 alamazsam onun da sorumlusu GOUGLE OLEY SITORedir.,2024-12-27 11:11:30,Umarız çalışıp istediğiniz puanları alırsınız.
Ömer Kudaş,5,Öğrenciler için çok faydalı bir platform,2024-11-06 11:21:20,
Aziz İbrahim Şen,5,bu kadar iyi bir uygulama olamaz,2025-01-08 12:08:21,İlginiz için teşekkür ederiz.
Mustafa Oruç,5,Ders anlatımları ve soruları cidden güzel,2025-02-21 09:36:53,İlginiz ve yorumunuz için teşekkür ederiz.
Miray Bal,3,9.sınıfım memnunum ama din kulturu ve ingilizce yok ve içerikler biraz daha da geliştirilmeli,2024-11-07 16:32:56,İlginiz için teşekkür ederiz. Uygulamamızın güncel versiyonunu yükleyip tekrar deneyebilirsiniz.
Yusuf Tekin,5,Harbi çok iyi uygulama teşekkürler milli eğitim bakanlığı,2025-03-09 13:16:28,İlginiz ve yorumunuz için biz teşekkür ederiz.
tekin efe tosun,1,cevap anahtarları soruyla eş olmayabiliyor bu çokca kez başıma geldi ayrıca soru çözümünü anlatan hocalar konuyu bilmiyor gibi ben daha iyi anlatırım çözümleri uygulama güzeldi fakat artık sevmiyorum,2025-03-16 15:05:22,Cevap anahtarlarını kontrol ederek yayımlıyoruz. Yine de gözümüzden kaçan yerler olabilir. Nerelerde bu yanlışlıkla karşılaştığınızı mail olarak bize ekran görüntüsüyle birlikte gönderirseniz düzeltilmesini sağlayabiliriz.
Musti,1,Basit ve kullanışlı ama o kadar yavaş ki bi soru çözüp tıkladım kinci soruya geçene kadar kitap okudum,2024-12-29 17:08:01,"İlginiz için teşekkür ederiz. Uygulama genelde düzgün çalışması gerekir. Belirttiğiniz kasma durumun farklı nedenleri olabilir. Cihazdan, internet bağlantısından ya da sunucularımızın yaptığı düzeltme çalışmalarından kaynaklanabilir. Yakında bir güncelleme versiyonumuz yayınlanacaktır. Belirttiğiniz sorun devam ederse bize mail gönderebilirsiniz."
Mehmet Deger,5,Şuan için çok güzel görünüyor,2025-01-25 21:03:55,İlginiz için teşekkür ederiz.
